,Name,Event,Time (s),Model,value,error
304,"MURPHY, Ryan F ",200m Backstroke,114.15,XGBoost,115.54918670654297,-1.399186706542963
305,"NEMETH, Nandor ",100m Freestyle,48.1,XGBoost,47.32880783081055,0.7711921691894545
306,"PALTRINIERI, Gregorio ",1500m Freestyle,885.01,XGBoost,878.939453125,6.070546874999991
307,"PALTRINIERI, Gregorio ",800m Freestyle,462.11,XGBoost,464.6498718261719,-2.5398718261718614
308,"PEATY, Adam ",100m Breaststroke,57.37,XGBoost,57.7751350402832,-0.4051350402832057
309,"PERSSON, Erik ",200m Breaststroke,128.88,XGBoost,129.69097900390625,-0.8109790039062545
310,"PONTI, Noe ",100m Butterfly,50.74,XGBoost,51.49768829345703,-0.7576882934570293
311,"POPOVICI, David ",100m Freestyle,48.04,XGBoost,47.33338928222656,0.7066107177734366
312,"POPOVICI, David ",200m Freestyle,104.68,XGBoost,106.21363830566406,-1.5336383056640557
313,"PROUD, Benjamin ",50m Freestyle,21.72,XGBoost,21.361860275268555,0.3581397247314442
314,"RAPSYS, Danas ",200m Freestyle,105.78,XGBoost,106.22067260742188,-0.44067260742187386
315,"RAZZETTI, Alberto ",400m Medley,251.32,XGBoost,250.99681091308594,0.3231890869140557
316,"ROMANCHUK, Mykhaylo ",1500m Freestyle,880.66,XGBoost,878.892333984375,1.7676660156249682
317,"ROMANCHUK, Mykhaylo ",800m Freestyle,462.33,XGBoost,464.776123046875,-2.446123046875016
318,"RYLOV, Evgeny ",100m Backstroke,51.98,XGBoost,52.1010856628418,-0.1210856628418
319,"RYLOV, Evgeny ",200m Backstroke,113.27,XGBoost,114.37490844726562,-1.104908447265629
320,"SCHEFFER, Fernando ",200m Freestyle,104.66,XGBoost,105.47956848144531,-0.8195684814453159
321,"SCOTT, Duncan W ",200m Freestyle,104.26,XGBoost,105.1125259399414,-0.8525259399414011
322,"SCOTT, Duncan W ",200m Medley,115.28,XGBoost,116.28186798095703,-1.0018679809570301
323,"SETO, Daiya ",200m Medley,116.22,XGBoost,116.87644958496094,-0.6564495849609386
324,"SHYMANOVICH, Ilya ",100m Breaststroke,59.36,XGBoost,58.934295654296875,0.42570434570312443
325,"SMITH, Brendon ",400m Medley,250.38,XGBoost,251.24037170410156,-0.860371704101567
326,"SMITH, Kieran S ",200m Freestyle,105.12,XGBoost,104.78755187988281,0.33244812011719205
327,"SMITH, Kieran S ",400m Freestyle,223.94,XGBoost,223.3311004638672,0.6088995361328102
328,"STUBBLETY-COOK, Zac ",200m Breaststroke,126.38,XGBoost,127.8514404296875,-1.4714404296875045
329,"TELEGDY, Adam ",200m Backstroke,116.15,XGBoost,116.63810729980469,-0.4881072998046818
330,"TEMPLE, Matthew ",100m Butterfly,50.92,XGBoost,50.295047760009766,0.6249522399902361
331,"VERRASZTO, David ",400m Medley,250.59,XGBoost,251.00999450683594,-0.4199945068359341
332,"WANG, Shun ",200m Medley,115.0,XGBoost,116.38378143310547,-1.3837814331054688
333,"WELLBROCK, Florian ",1500m Freestyle,880.91,XGBoost,891.5720825195312,-10.662082519531282
334,"WELLBROCK, Florian ",800m Freestyle,462.68,XGBoost,465.5869445800781,-2.906944580078118
335,"WILBY, James ",100m Breaststroke,58.96,XGBoost,58.874916076660156,0.0850839233398446
336,"WILBY, James ",200m Breaststroke,128.19,XGBoost,129.40980529785156,-1.2198052978515648
337,"WILSON, Andrew L ",100m Breaststroke,58.99,XGBoost,59.13393020629883,-0.14393020629882614
338,"WINNINGTON, Elijah ",400m Freestyle,225.2,XGBoost,225.9420623779297,-0.7420623779296989
339,"XU, Jiayu ",100m Backstroke,52.51,XGBoost,52.68149185180664,-0.17149185180664261
340,"YAN, Zibei ",100m Breaststroke,58.99,XGBoost,58.60508728027344,0.3849127197265645
341,"ZAZZERI, Lorenzo ",50m Freestyle,21.78,XGBoost,21.766530990600586,0.0134690093994152
